match_id,competition,season,period,minute,is_shootout,shootout_kick_order,team,kicker,kicker_id,body_part,outcome,end_y,direction
18240,Champions League,2012/2013,2,67,False,,Borussia Dortmund,İlkay Gündoğan,10287.0,Right Foot,Goal,43.0,L
265963,La Liga,2014/2015,1,8,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,40.4,C
266916,La Liga,2014/2015,2,55,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,43.5,L
266916,La Liga,2014/2015,2,80,False,,Rayo Vallecano,Alberto Bueno Calvo,6879.0,Right Foot,Goal,39.5,C
265866,La Liga,2014/2015,2,84,False,,Barcelona,Neymar da Silva Santos Junior,4320.0,Right Foot,Goal,42.5,L
267085,La Liga,2014/2015,1,33,False,,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Foot,Goal,43.0,L
70303,La Liga,2014/2015,2,56,False,,Atlético Madrid,Mario Mandžukić,5472.0,Right Foot,Goal,39.6,C
266794,La Liga,2014/2015,2,54,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,37.7,R
267343,La Liga,2014/2015,2,52,False,,Granada,Francisco Manuel Rico Castro,25707.0,Right Foot,Goal,43.6,L
266525,La Liga,2014/2015,1,9,False,,Valencia,Daniel Parejo Muñoz,6595.0,Right Foot,Saved,37.9,R
266741,La Liga,2014/2015,2,64,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,43.3,L
266967,La Liga,2014/2015,1,30,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,42.6,L
266770,La Liga,2014/2015,1,41,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Off T,35.5,R
16029,La Liga,2018/2019,2,62,False,,Barcelona,Luis Alberto Suárez Díaz,5246.0,Right Foot,Goal,37.2,R
16182,La Liga,2018/2019,1,42,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,43.6,L
16182,La Liga,2018/2019,2,84,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Saved,43.1,L
16157,La Liga,2018/2019,1,31,False,,Valencia,Daniel Parejo Muñoz,6595.0,Right Foot,Goal,36.7,R
16157,La Liga,2018/2019,1,38,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,41.7,L
16056,La Liga,2018/2019,2,67,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,43.0,L
16275,La Liga,2018/2019,2,59,False,,Barcelona,Luis Alberto Suárez Díaz,5246.0,Right Foot,Goal,43.7,L
15973,La Liga,2018/2019,2,92,False,,Barcelona,Luis Alberto Suárez Díaz,5246.0,Right Foot,Goal,43.1,L
16205,La Liga,2018/2019,2,50,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,43.1,L
69307,La Liga,2010/2011,2,83,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,43.5,L
69305,La Liga,2010/2011,2,52,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,42.1,L
69295,La Liga,2010/2011,1,32,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,43.4,L
69270,La Liga,2010/2011,2,69,False,,Getafe,Manuel del Moral Fernández,24507.0,Right Foot,Goal,36.5,R
69245,La Liga,2010/2011,2,52,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,41.7,L
69245,La Liga,2010/2011,2,81,False,,Real Madrid,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Foot,Goal,43.2,L
69246,La Liga,2010/2011,2,81,False,,Real Sociedad,Xabier Prieto Argarate,6690.0,Right Foot,Goal,39.1,C
69282,La Liga,2010/2011,2,49,False,,Athletic Club,Andoni Iraola Sagarna,26031.0,Right Foot,Goal,43.2,L
69286,La Liga,2010/2011,1,35,False,,Racing Santander,Mohamed Gasana Tchité,26490.0,Right Foot,Saved,37.0,R
3930178,UEFA Euro,2024,2,53,False,,Croatia,Luka Modrić,5463.0,Right Foot,Saved,42.3,L
3930160,UEFA Euro,2024,2,79,False,,Croatia,Bruno Petković,7693.0,Right Foot,Saved,37.1,R
3938643,UEFA Euro,2024,2,55,False,,France,Kylian Mbappé Lottin,3009.0,Right Foot,Goal,43.0,L
3938643,UEFA Euro,2024,2,78,False,,Poland,Robert Lewandowski,5668.0,Right Foot,Goal,36.1,R
3938641,UEFA Euro,2024,2,77,False,,Austria,Marko Arnautović,3325.0,Right Foot,Goal,42.6,L
3938642,UEFA Euro,2024,1,48,False,,Georgia,Georges Mikautadze,33234.0,Right Foot,Goal,43.1,L
3938644,UEFA Euro,2024,2,56,False,,Georgia,Georges Mikautadze,33234.0,Right Foot,Goal,43.7,L
3942227,UEFA Euro,2024,5,120,True,1.0,England,Cole Palmer,39461.0,Left Foot,Goal,37.3,R
3942227,UEFA Euro,2024,5,121,True,1.0,Switzerland,Manuel Obafemi Akanji,5549.0,Right Foot,Saved,42.0,L
3942227,UEFA Euro,2024,5,121,True,2.0,England,Jude Bellingham,30714.0,Right Foot,Goal,43.4,L
3942227,UEFA Euro,2024,5,122,True,2.0,Switzerland,Fabian Lukas Schär,5537.0,Right Foot,Goal,42.6,L
3942227,UEFA Euro,2024,5,123,True,3.0,England,Bukayo Saka,22084.0,Left Foot,Goal,43.8,L
3942227,UEFA Euro,2024,5,124,True,3.0,Switzerland,Xherdan Shaqiri,3533.0,Left Foot,Goal,43.8,L
3942227,UEFA Euro,2024,5,125,True,4.0,England,Ivan Toney,3834.0,Right Foot,Goal,37.3,R
3942227,UEFA Euro,2024,5,126,True,4.0,Switzerland,Mohamed Zeki Amdouni,48335.0,Right Foot,Goal,39.7,C
3942227,UEFA Euro,2024,5,127,True,5.0,England,Trent Alexander-Arnold,3664.0,Right Foot,Goal,36.9,R
3942819,UEFA Euro,2024,1,17,False,,England,Harry Kane,10955.0,Right Foot,Goal,36.5,R
3942349,UEFA Euro,2024,5,120,True,1.0,France,Ousmane Dembélé,5477.0,Right Foot,Goal,42.7,L
3942349,UEFA Euro,2024,5,120,True,1.0,Portugal,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Foot,Goal,37.1,R
3942349,UEFA Euro,2024,5,121,True,2.0,France,Youssouf Fofana,11990.0,Right Foot,Goal,39.5,C
3942349,UEFA Euro,2024,5,122,True,2.0,Portugal,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Foot,Goal,43.0,L
3942349,UEFA Euro,2024,5,123,True,3.0,France,Jules Koundé,4445.0,Right Foot,Goal,36.6,R
3942349,UEFA Euro,2024,5,124,True,3.0,Portugal,João Félix Sequeira,12041.0,Right Foot,Post,36.0,R
3942349,UEFA Euro,2024,5,125,True,4.0,France,Bradley Barcola,39420.0,Right Foot,Goal,37.9,R
3942349,UEFA Euro,2024,5,126,True,4.0,Portugal,Nuno Mendes,41092.0,Left Foot,Goal,43.4,L
3942349,UEFA Euro,2024,5,127,True,5.0,France,Theo Bernard François Hernández,6704.0,Left Foot,Goal,36.6,R
3941020,UEFA Euro,2024,3,104,False,,Portugal,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Foot,Saved to Post,43.1,L
3941020,UEFA Euro,2024,5,120,True,1.0,Slovenia,Josip Iličić,7139.0,Left Foot,Saved,42.8,L
3941020,UEFA Euro,2024,5,120,True,2.0,Portugal,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Foot,Goal,36.6,R
3941020,UEFA Euro,2024,5,121,True,2.0,Slovenia,Jure Balkovec,30940.0,Left Foot,Saved,37.3,R
3941020,UEFA Euro,2024,5,122,True,3.0,Portugal,Bruno Miguel Borges Fernandes,5204.0,Right Foot,Goal,37.1,R
3941020,UEFA Euro,2024,5,123,True,3.0,Slovenia,Benjamin Verbič,16510.0,Right Foot,Saved,37.1,R
3941020,UEFA Euro,2024,5,124,True,4.0,Portugal,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Foot,Goal,43.8,L
3940983,UEFA Euro,2024,2,52,False,,Germany,Kai Havertz,8966.0,Left Foot,Goal,43.7,L
3930183,UEFA Euro,2024,1,36,False,,Romania,Răzvan Gabriel Marin,16344.0,Right Foot,Goal,37.0,R
3930158,UEFA Euro,2024,1,45,False,,Germany,Kai Havertz,8966.0,Left Foot,Goal,38.3,R
68322,La Liga,2005/2006,1,47,False,,Barcelona,Samuel Eto''o Fils,19298.0,Right Foot,Goal,37.2,R
69164,La Liga,2005/2006,2,80,False,,Barcelona,Ronaldo de Assis Moreira,25879.0,Right Foot,Goal,36.4,R
68324,La Liga,2005/2006,2,68,False,,Barcelona,Ronaldo de Assis Moreira,25879.0,Right Foot,Off T,35.5,R
68354,La Liga,2005/2006,1,3,False,,Barcelona,Ronaldo de Assis Moreira,25879.0,Right Foot,Saved,38.1,R
68354,La Liga,2005/2006,2,56,False,,Barcelona,Ronaldo de Assis Moreira,25879.0,Right Foot,Goal,36.7,R
68354,La Liga,2005/2006,2,70,False,,Racing Santander,Francisco Javier Casquero Paredes,26144.0,Right Foot,Goal,42.7,L
68351,La Liga,2005/2006,2,79,False,,Barcelona,Ronaldo de Assis Moreira,25879.0,Right Foot,Goal,43.3,L
68317,La Liga,2005/2006,2,78,False,,Barcelona,Ronaldo de Assis Moreira,25879.0,Right Foot,Goal,36.9,R
68342,La Liga,2005/2006,1,37,False,,Barcelona,Ronaldo de Assis Moreira,25879.0,Right Foot,Goal,42.5,L
69250,La Liga,2009/2010,2,86,False,,Barcelona,Lionel Andrés Messi Cuccittini,5503.0,Left Foot,Goal,44.0,L
69240,La Liga,2009/2010,2,93,False,,Getafe,Roberto Soldado Rillo,26009.0,Right Foot,Goal,38.5,C
69227,La Liga,2009/2010,2,90,False,,Barcelona,Zlatan Ibrahimović,3672.0,Right Foot,Goal,36.8,R
3803000,Ligue 1,2021/2022,2,70,False,,Paris Saint-Germain,Neymar da Silva Santos Junior,4320.0,Right Foot,Goal,36.6,R
3802665,Ligue 1,2021/2022,2,59,False,,Paris Saint-Germain,Kylian Mbappé Lottin,3009.0,Right Foot,Goal,43.7,L
3802752,Ligue 1,2021/2022,2,65,False,,Paris Saint-Germain,Neymar da Silva Santos Junior,4320.0,Right Foot,Goal,41.9,L
3802983,Ligue 1,2021/2022,1,49,False,,Paris Saint-Germain,Kylian Mbappé Lottin,3009.0,Right Foot,Goal,36.7,R
3802683,Ligue 1,2021/2022,1,11,False,,Paris Saint-Germain,Kylian Mbappé Lottin,3009.0,Right Foot,Goal,37.0,R
3802930,Ligue 1,2021/2022,1,24,False,,Paris Saint-Germain,Neymar da Silva Santos Junior,4320.0,Right Foot,Goal,37.4,R
3802930,Ligue 1,2021/2022,2,48,False,,Troyes,Florian Tardieu,7219.0,Right Foot,Goal,40.0,C
3802839,Ligue 1,2021/2022,1,50,False,,Nantes,Ludovic Blas,3235.0,Left Foot,Goal,38.8,C
3802839,Ligue 1,2021/2022,2,58,False,,Paris Saint-Germain,Neymar da Silva Santos Junior,4320.0,Right Foot,Saved,41.9,L
3901259,Ligue 1,2015/2016,2,81,False,,Olympique de Marseille,Steven Fletcher,9554.0,Left Foot,Saved,42.8,L
3829509,Ligue 1,2015/2016,1,20,False,,Olympique de Marseille,Michy Batshuayi Tunga,3457.0,Right Foot,Goal,42.6,L
3901162,Ligue 1,2015/2016,2,63,False,,Stade Malherbe Caen,Julien Féret,2959.0,Right Foot,Goal,36.6,R
3900608,Ligue 1,2015/2016,1,40,False,,Stade Malherbe Caen,Andy Delort,3038.0,Right Foot,Goal,43.7,L
3900559,Ligue 1,2015/2016,1,18,False,,Gazélec Ajaccio,Jacques Zoua Daogari,401505.0,Right Foot,Goal,43.5,L
3900562,Ligue 1,2015/2016,2,84,False,,Stade Malherbe Caen,Andy Delort,3038.0,Right Foot,Saved,38.2,R
3829472,Ligue 1,2015/2016,1,24,False,,Lyon,Alexandre Lacazette,3451.0,Right Foot,Goal,36.5,R
3900596,Ligue 1,2015/2016,2,93,False,,Guingamp,Thibault Giresse,4434.0,Left Foot,Goal,37.2,R
3900601,Ligue 1,2015/2016,1,40,False,,Montpellier,Jonas Martin,2950.0,Right Foot,Goal,36.6,R
3901262,Ligue 1,2015/2016,1,13,False,,Stade Malherbe Caen,Andy Delort,3038.0,Right Foot,Goal,36.5,R
3901257,Ligue 1,2015/2016,1,40,False,,Lille,Éderzito António Macedo Lopes,15996.0,Right Foot,Goal,36.7,R
3901256,Ligue 1,2015/2016,1,31,False,,AS Monaco,Fábio Henrique Tavares,3247.0,Right Foot,Goal,41.9,L
3901255,Ligue 1,2015/2016,1,30,False,,Toulouse,Martin Braithwaite Christensen,4447.0,Right Foot,Off T,40.8,C
3901254,Ligue 1,2015/2016,2,55,False,,Stade de Reims,Grejohn Kyei,7367.0,Right Foot,Goal,37.3,R
3901246,Ligue 1,2015/2016,1,45,False,,Caen,Andy Delort,3038.0,Right Foot,Goal,36.7,R
3901243,Ligue 1,2015/2016,2,49,False,,Angers,Thomas Mangani,3185.0,Left Foot,Post,42.8,L
3901237,Ligue 1,2015/2016,1,4,False,,Toulouse,Wissam Ben Yedder,6723.0,Right Foot,Saved,37.5,R
3901230,Ligue 1,2015/2016,2,62,False,,Gazélec Ajaccio,Mohamed Larbi,10616.0,Right Foot,Goal,42.5,L
3901224,Ligue 1,2015/2016,2,55,False,,OGC Nice,Hatem Ben Arfa,16462.0,Left Foot,Goal,42.0,L
3901217,Ligue 1,2015/2016,2,60,False,,Troyes,Benjamin Nivet,3002.0,Right Foot,Goal,38.0,R
3901213,Ligue 1,2015/2016,1,32,False,,OGC Nice,Hatem Ben Arfa,16462.0,Left Foot,Goal,37.7,R
3901208,Ligue 1,2015/2016,2,55,False,,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,3745.0,Right Foot,Goal,37.1,R
3901205,Ligue 1,2015/2016,2,46,False,,Lorient,Abdul Majeed Waris,7615.0,Right Foot,Goal,41.7,L
3901201,Ligue 1,2015/2016,2,55,False,,Bastia,Gaël Danic,7349.0,Left Foot,Goal,40.3,C
3901194,Ligue 1,2015/2016,2,90,False,,AS Monaco,Vágner Silva de Souza,18953.0,Right Foot,Saved,42.4,L
3901193,Ligue 1,2015/2016,2,67,False,,AS Monaco,Fábio Henrique Tavares,3247.0,Right Foot,Goal,40.3,C
3901187,Ligue 1,2015/2016,2,90,False,,Angers,Thomas Mangani,3185.0,Left Foot,Goal,40.5,C
3901186,Ligue 1,2015/2016,2,93,False,,Lyon,Alexandre Lacazette,3451.0,Right Foot,Goal,42.8,L
3901183,Ligue 1,2015/2016,2,74,False,,Paris Saint-Germain,Edinson Roberto Cavani Gómez,4319.0,Right Foot,Saved,38.0,R
3901176,Ligue 1,2015/2016,2,49,False,,Toulouse,Wissam Ben Yedder,6723.0,Right Foot,Goal,43.4,L
3901176,Ligue 1,2015/2016,2,85,False,,Toulouse,Martin Braithwaite Christensen,4447.0,Right Foot,Goal,36.4,R
3901165,Ligue 1,2015/2016,1,37,False,,Bordeaux,Cheick Tidiane Diabaté,7130.0,Right Foot,Goal,37.0,R
3901156,Ligue 1,2015/2016,2,65,False,,Guingamp,Thibault Giresse,4434.0,Left Foot,Goal,43.3,L
3901156,Ligue 1,2015/2016,2,78,False,,Angers,Billy Ketkeophomphone,4441.0,Right Foot,Goal,38.6,C
3900636,Ligue 1,2015/2016,2,78,False,,Lorient,Benjamin Moukandjo Bilé,33178.0,Right Foot,Goal,36.6,R
3900628,Ligue 1,2015/2016,2,88,False,,Rennes,Ousmane Dembélé,5477.0,Right Foot,Goal,43.3,L
3900627,Ligue 1,2015/2016,1,44,False,,Saint-Étienne,Alexander Toft Søderlund,3423.0,Right Foot,Saved to Post,38.9,C
3900603,Ligue 1,2015/2016,2,63,False,,Toulouse,Wissam Ben Yedder,6723.0,Right Foot,Goal,36.5,R
3900603,Ligue 1,2015/2016,2,88,False,,Toulouse,Wissam Ben Yedder,6723.0,Right Foot,Saved,38.3,R
3900598,Ligue 1,2015/2016,1,38,False,,Toulouse,Wissam Ben Yedder,6723.0,Right Foot,Saved,36.5,R
3900593,Ligue 1,2015/2016,1,24,False,,Lille,Sofiane Boufal,3625.0,Right Foot,Goal,36.7,R
3900583,Ligue 1,2015/2016,1,20,False,,Rennes,Fallou Diagne,3022.0,Right Foot,Goal,37.0,R
3900583,Ligue 1,2015/2016,1,38,False,,Rennes,Fallou Diagne,3022.0,Right Foot,Goal,43.0,L
3900549,Ligue 1,2015/2016,2,78,False,,Saint-Étienne,Valentin Eysseric,4254.0,Right Foot,Goal,43.6,L
3900540,Ligue 1,2015/2016,1,43,False,,Paris Saint-Germain,Zlatan Ibrahimović,3672.0,Right Foot,Goal,36.9,R
3900529,Ligue 1,2015/2016,2,86,False,,Saint-Étienne,Valentin Eysseric,4254.0,Right Foot,Goal,36.6,R
3900522,Ligue 1,2015/2016,1,30,False,,Toulouse,Martin Braithwaite Christensen,4447.0,Right Foot,Goal,38.2,R
3900521,Ligue 1,2015/2016,2,57,False,,Paris Saint-Germain,Zlatan Ibrahimović,3672.0,Right Foot,Goal,43.2,L
3900519,Ligue 1,2015/2016,2,95,False,,Rennes,Giovanni-Guy Yann Sio,3018.0,Left Foot,Saved,38.6,C
3900514,Ligue 1,2015/2016,1,41,False,,Guingamp,Jimmy Briand,3213.0,Right Foot,Saved,37.1,R
3829495,Ligue 1,2015/2016,1,40,False,,Lyon,Alexandre Lacazette,3451.0,Right Foot,Post,38.8,C
3829496,Ligue 1,2015/2016,1,42,False,,Angers,Abdoul Razzagui Camara,3078.0,Left Foot,Saved,36.6,R
3829466,Ligue 1,2015/2016,2,56,False,,Angers,Thomas Mangani,3185.0,Left Foot,Goal,43.2,L
3900622,Ligue 1,2015/2016,2,81,False,,Bastia,Floyd Ayité,15689.0,Right Foot,Goal,37.2,R
3900580,Ligue 1,2015/2016,2,79,False,,OGC Nice,Hatem Ben Arfa,16462.0,Left Foot,Goal,41.6,L
3900580,Ligue 1,2015/2016,2,83,False,,OGC Nice,Hatem Ben Arfa,16462.0,Left Foot,Goal,37.9,R
3900579,Ligue 1,2015/2016,1,13,False,,Saint-Étienne,Nolan Roux,3179.0,Right Foot,Goal,43.0,L
3900572,Ligue 1,2015/2016,2,50,False,,AS Monaco,Fábio Henrique Tavares,3247.0,Right Foot,Goal,36.7,R
3900564,Ligue 1,2015/2016,1,4,False,,AS Monaco,Lacina Traoré,3553.0,Left Foot,Saved,42.7,L
3900558,Ligue 1,2015/2016,2,81,False,,AS Monaco,Fábio Henrique Tavares,3247.0,Right Foot,Goal,36.3,R
3900557,Ligue 1,2015/2016,2,76,False,,Paris Saint-Germain,Zlatan Ibrahimović,3672.0,Right Foot,Goal,36.6,R
3900553,Ligue 1,2015/2016,2,77,False,,Stade de Reims,Diego Rigonato Rodrigues,7363.0,Left Foot,Goal,42.4,L
3900542,Ligue 1,2015/2016,2,69,False,,Stade Malherbe Caen,Andy Delort,3038.0,Right Foot,Goal,43.7,L
3900524,Ligue 1,2015/2016,1,30,False,,Lorient,Benjamin Moukandjo Bilé,33178.0,Right Foot,Goal,39.0,C
3900502,Ligue 1,2015/2016,2,61,False,,Troyes,Benjamin Nivet,3002.0,Right Foot,Goal,37.4,R
3900502,Ligue 1,2015/2016,2,91,False,,Lorient,Benjamin Moukandjo Bilé,33178.0,Right Foot,Goal,42.4,L
3900500,Ligue 1,2015/2016,2,82,False,,Angers,Thomas Mangani,3185.0,Left Foot,Saved,37.3,R
3900493,Ligue 1,2015/2016,2,77,False,,Lyon,Claudio Beauvue,6600.0,Right Foot,Goal,42.6,L
3900492,Ligue 1,2015/2016,2,63,False,,Lorient,Benjamin Moukandjo Bilé,33178.0,Right Foot,Goal,43.7,L
3829501,Ligue 1,2015/2016,2,64,False,,Rennes,Pedro Henrique Konzen Medina da Silva,16503.0,Right Foot,Saved,37.3,R
3829500,Ligue 1,2015/2016,1,40,False,,Paris Saint-Germain,Zlatan Ibrahimović,3672.0,Right Foot,Goal,38.1,R
3829500,Ligue 1,2015/2016,1,43,False,,Paris Saint-Germain,Zlatan Ibrahimović,3672.0,Right Foot,Goal,38.0,R
3829500,Ligue 1,2015/2016,2,54,False,,Marseille,Abdelaziz Barrada,23933.0,Right Foot,Saved,38.0,R
3829498,Ligue 1,2015/2016,2,63,False,,Lorient,Abdul Majeed Waris,7615.0,Right Foot,Goal,37.9,R
3829493,Ligue 1,2015/2016,1,42,False,,Lille,Sofiane Boufal,3625.0,Right Foot,Goal,37.0,R
3829493,Ligue 1,2015/2016,2,71,False,,Montpellier,Ryad Boudebouz,6661.0,Left Foot,Post,36.1,R
3829491,Ligue 1,2015/2016,1,37,False,,Angers,Thomas Mangani,3185.0,Left Foot,Goal,40.1,C
3829491,Ligue 1,2015/2016,2,78,False,,Olympique de Marseille,Michy Batshuayi Tunga,3457.0,Right Foot,Goal,36.6,R
3829490,Ligue 1,2015/2016,2,82,False,,Saint-Étienne,Jean-Christophe Bahebeck,8469.0,Right Foot,Off T,38.3,R
3829482,Ligue 1,2015/2016,1,19,False,,Stade de Reims,"David N""Gog",401453.0,Right Foot,Saved,37.5,R
3829481,Ligue 1,2015/2016,2,94,False,,AS Monaco,Fábio Henrique Tavares,3247.0,Right Foot,Goal,36.5,R
3829473,Ligue 1,2015/2016,2,86,False,,Paris Saint-Germain,Zlatan Ibrahimović,3672.0,Right Foot,Saved,37.6,R
3829467,Ligue 1,2015/2016,1,31,False,,Montpellier,Jonas Martin,2950.0,Right Foot,Goal,43.8,L
3829463,Ligue 1,2015/2016,2,72,False,,Rennes,Paul-Georges Ntep de Madiba,4900.0,Right Foot,Saved,37.9,R
3829462,Ligue 1,2015/2016,1,16,False,,AS Monaco,Fábio Henrique Tavares,3247.0,Right Foot,Goal,37.1,R
3829452,Ligue 1,2015/2016,1,39,False,,Bordeaux,Wahbi Khazri,3196.0,Right Foot,Saved,38.0,R
3829449,Ligue 1,2015/2016,2,66,False,,Rennes,Sylvain Armand,40699.0,Left Foot,Saved,37.9,R
3829443,Ligue 1,2015/2016,1,2,False,,Guingamp,Sloan Privat,4799.0,Left Foot,Saved,37.1,R
3829431,Ligue 1,2015/2016,2,90,False,,Lorient,Benjamin Moukandjo Bilé,33178.0,Right Foot,Goal,43.2,L
3829427,Ligue 1,2015/2016,1,5,False,,OGC Nice,Hatem Ben Arfa,16462.0,Left Foot,Goal,36.4,R
3829417,Ligue 1,2015/2016,1,44,False,,Gazélec Ajaccio,Mohamed Larbi,10616.0,Right Foot,Off T,42.7,L
3788758,UEFA Euro,2020,2,56,False,,North Macedonia,Ezgjan Alioski,4713.0,Left Foot,Saved,42.3,L
3788758,UEFA Euro,2020,2,83,False,,Ukraine,Ruslan Malinovskiy,16557.0,Left Foot,Saved,37.6,R
3788773,UEFA Euro,2020,1,30,False,,Portugal,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Foot,Goal,38.4,R
3788773,UEFA Euro,2020,1,46,False,,France,Karim Benzema,19677.0,Right Foot,Goal,37.5,R
3788773,UEFA Euro,2020,2,59,False,,Portugal,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Foot,Goal,36.8,R
3788761,UEFA Euro,2020,2,76,False,,Sweden,Emil Peter Forsberg,5625.0,Right Foot,Goal,42.6,L
3788760,UEFA Euro,2020,1,36,False,,Czech Republic,Patrik Schick,7044.0,Left Foot,Goal,36.4,R
3795108,UEFA Euro,2020,5,120,True,1.0,Spain,Sergio Busquets i Burgos,5203.0,Right Foot,Post,36.1,R
3795108,UEFA Euro,2020,5,121,True,1.0,Switzerland,Mario Gavranović,5834.0,Right Foot,Goal,36.6,R
3795108,UEFA Euro,2020,5,121,True,2.0,Spain,Daniel Olmo Carvajal,16532.0,Right Foot,Goal,36.6,R
3795108,UEFA Euro,2020,5,122,True,2.0,Switzerland,Fabian Lukas Schär,5537.0,Right Foot,Saved,37.3,R
3795108,UEFA Euro,2020,5,123,True,3.0,Spain,Rodrigo Hernández Cascante,6765.0,Right Foot,Saved,42.4,L
3795108,UEFA Euro,2020,5,124,True,3.0,Switzerland,Manuel Obafemi Akanji,5549.0,Right Foot,Saved,37.4,R
3795108,UEFA Euro,2020,5,125,True,4.0,Spain,Gerard Moreno Balaguero,6766.0,Left Foot,Goal,43.5,L
3795108,UEFA Euro,2020,5,125,True,4.0,Switzerland,Ruben Vargas,30401.0,Right Foot,Off T,38.7,C
3795108,UEFA Euro,2020,5,127,True,5.0,Spain,Mikel Oyarzabal Ugarte,6685.0,Left Foot,Goal,43.3,L
3795107,UEFA Euro,2020,1,46,False,,Belgium,Romelu Lukaku Menama,3289.0,Left Foot,Goal,41.8,L
3795220,UEFA Euro,2020,5,120,True,1.0,Italy,Manuel Locatelli,7038.0,Right Foot,Saved,37.4,R
3795220,UEFA Euro,2020,5,120,True,1.0,Spain,Daniel Olmo Carvajal,16532.0,Right Foot,Off T,36.7,R
3795220,UEFA Euro,2020,5,121,True,2.0,Italy,Andrea Belotti,7471.0,Right Foot,Goal,36.9,R
3795220,UEFA Euro,2020,5,122,True,2.0,Spain,Gerard Moreno Balaguero,6766.0,Left Foot,Goal,42.8,L
3795220,UEFA Euro,2020,5,123,True,3.0,Italy,Leonardo Bonucci,7173.0,Right Foot,Goal,42.9,L
3795220,UEFA Euro,2020,5,123,True,3.0,Spain,Thiago Alcântara do Nascimento,5208.0,Right Foot,Goal,36.8,R
3795220,UEFA Euro,2020,5,124,True,4.0,Italy,Federico Bernardeschi,7777.0,Left Foot,Goal,43.2,L
3795220,UEFA Euro,2020,5,125,True,4.0,Spain,Álvaro Borja Morata Martín,3477.0,Right Foot,Saved,42.3,L
3795220,UEFA Euro,2020,5,126,True,5.0,Italy,Jorge Luiz Frello Filho,7024.0,Right Foot,Goal,43.2,L
3795506,UEFA Euro,2020,5,120,True,1.0,Italy,Domenico Berardi,7131.0,Left Foot,Goal,37.2,R
3795506,UEFA Euro,2020,5,120,True,1.0,England,Harry Kane,10955.0,Right Foot,Goal,36.6,R
3795506,UEFA Euro,2020,5,121,True,2.0,Italy,Andrea Belotti,7471.0,Right Foot,Saved,42.1,L
3795506,UEFA Euro,2020,5,122,True,2.0,England,Harry Maguire,3336.0,Right Foot,Goal,43.2,L
3795506,UEFA Euro,2020,5,123,True,3.0,Italy,Leonardo Bonucci,7173.0,Right Foot,Goal,37.6,R
3795506,UEFA Euro,2020,5,124,True,3.0,England,Marcus Rashford,3318.0,Right Foot,Post,35.8,R
3795506,UEFA Euro,2020,5,125,True,4.0,Italy,Federico Bernardeschi,7777.0,Left Foot,Goal,40.1,C
3795506,UEFA Euro,2020,5,125,True,4.0,England,Jadon Sancho,12423.0,Right Foot,Saved,42.5,L
3795506,UEFA Euro,2020,5,126,True,5.0,Italy,Jorge Luiz Frello Filho,7024.0,Right Foot,Saved to Post,37.9,R
3795506,UEFA Euro,2020,5,127,True,5.0,England,Bukayo Saka,22084.0,Left Foot,Saved,42.0,L
3788769,UEFA Euro,2020,2,69,False,,Russia,Artem Dzyuba,5195.0,Right Foot,Goal,40.3,C
3788755,UEFA Euro,2020,2,60,False,,Wales,Gareth Frank Bale,6399.0,Left Foot,Off T,35.6,R
3788762,UEFA Euro,2020,2,57,False,,Spain,Gerard Moreno Balaguero,6766.0,Left Foot,Post,36.0,R
3795221,UEFA Euro,2020,3,103,False,,England,Harry Kane,10955.0,Right Foot,Saved,42.7,L
3794691,UEFA Euro,2020,2,54,False,,Switzerland,Ricardo Iván Rodríguez Araya,5544.0,Left Foot,Saved,37.2,R
3794691,UEFA Euro,2020,5,120,True,2.0,Switzerland,Mario Gavranović,5834.0,Right Foot,Goal,37.4,R
